pop	true_time
1_2	20.16777488566
1_2	21.8516076996457
1_2	22.5683761138935
1_2	23.3487859175075
1_2	24.6543692960404
1_2	25.2475113754626
1_2	26.715696367668
1_2	27.7500044293702
1_2	28.4635535895359
1_2	29.3754459717311
1_2	30.9333877312019
1_2	31.9265920773614
1_2	32.2536530462094
1_2	33.4980301128235
1_2	34.3916315394454
1_2	35.5211197477765
1_2	36.9184745219536
1_2	37.9852788273711
1_2	38.4540642497595
1_2	39.6159258703701
1_2	40.9654105200898
1_2	41.0892111139838
1_2	42.2476381990127
1_2	43.5221034539863
1_2	44.6610719023738
1_2	45.157826297218
1_2	46.893865854945
1_2	47.8295121442061
1_2	48.8857439088169
1_2	49.6463710565586
1_2	50.2213557695504
1_2	51.5027036932297
1_2	52.0799153631087
1_2	53.7534447805956
1_2	54.3847921018023
1_2	55.7262825616635
1_2	56.0168490880169
1_2	57.3862745559309
1_2	58.4242570807692
1_2	59.3889080472291
1_2	60.5734207404312
1_2	61.9032004720066
1_2	62.6416203358676
1_2	63.0116066657938
1_2	64.9233374972828
1_2	65.5492192318197
1_2	66.3636873760261
1_2	67.5564127902035
1_2	68.7010741105769
1_2	69.172215718776
1_2	70.8903145617805
1_2	71.7072556619532
1_2	72.2112492865417
1_2	73.4197983595077
1_2	74.2180999680422
1_2	75.2040879125707
1_2	76.8231283181813
1_2	77.6735709477216
1_2	78.3086860124022
1_2	79.6366815804504
1_2	80.4174589489121
1_2	81.4428517583292
1_2	82.20139753283
1_2	83.3050016087946
1_2	84.8515126509592
1_2	85.1124980694149
1_2	86.1612687399611
1_2	87.1088416511193
1_2	88.6853123209439
1_2	89.5620471860748
1_2	90.8416242713574
1_2	91.5186255178414
1_2	92.9640112661291
1_2	93.0223197841551
1_2	94.7388234336395
1_2	95.7519644398708
1_2	96.8132211200427
1_2	97.1672494665254
1_2	98.860422512982
1_2	99.2815604973584
1_2	100.946622133488
1_2	101.658422357868
1_2	102.433439374436
1_2	103.624985886971
1_2	104.486024438171
1_2	105.298210281413
1_2	106.240929927211
1_2	107.063287989236
1_2	108.186421058374
1_2	109.659128264524
1_2	110.264527092688
1_2	111.101669781376
1_2	112.326126356842
1_2	113.000746273203
1_2	114.503337378148
1_2	115.1845496241
1_2	116.075877002906
1_2	117.176214371808
1_2	118.686796334106
1_2	119.84226916288
1_2	120.651907287771
1_2	121.925699757179
1_2	122.575177540071
1_2	123.547078389209
1_2	124.067506758263
1_2	125.705171423033
1_2	126.331316587748
1_2	127.951426366344
1_2	128.25025002216
1_2	129.681231335504
1_2	130.963051444851
1_2	131.478237445932
2_3	132.451809286606
2_3	132.645548953209
2_3	133.530809862074
2_3	135.176622571191
2_3	135.607115373714
2_3	137.473324518651
2_3	137.542118594982
2_3	138.887444900582
2_3	139.580623469315
2_3	141.170816063881
2_3	141.915873665363
2_3	142.52496240614
2_3	143.707454117946
2_3	145.367342459271
2_3	145.898525278317
2_3	146.490869723959
2_3	148.173892498948
2_3	149.432533428306
2_3	150.466039357707
2_3	151.2840315504
2_3	151.857312499313
2_3	152.781569379615
2_3	154.413999834331
2_3	154.734864935745
2_3	156.240319608478
2_3	157.36332752509
2_3	157.820367033593
2_3	159.283874582034
2_3	159.532778292662
2_3	161.388116323156
2_3	162.013019133825
2_3	163.086556670023
2_3	164.44889168907
2_3	164.626334916335
2_3	165.942472079303
2_3	167.28947393503
2_3	167.549949039239
2_3	169.025511464337
2_3	169.864290355938
2_3	171.313553488813
2_3	172.218118554913
2_3	172.860397936776
2_3	174.054296321468
2_3	175.155011601048
2_3	175.968256765278
2_3	177.132363106823
2_3	178.007158724358
2_3	178.478537753457
2_3	180.300394856837
2_3	181.066428147024
2_3	182.199181732722
2_3	183.08157921466
2_3	183.556676091393
2_3	184.503358370159
2_3	186.284754631342
2_3	187.312232870376
2_3	187.812588538975
2_3	189.406848551473
2_3	189.57625152939
2_3	191.377094883937
2_3	191.555908747017
2_3	192.767973701004
2_3	193.659311538795
2_3	194.964906846173
2_3	195.574720436009
2_3	196.994325022446
2_3	198.254798310576
2_3	199.428752129897
2_3	199.646231931401
2_3	201.314807700692
2_3	201.92532352265
2_3	202.529321437003
2_3	204.222032641061
2_3	204.52063947008
2_3	206.007458481938
2_3	206.60073932563
2_3	208.106650222791
2_3	208.803544917377
2_3	209.887906036805
2_3	211.085188387893
2_3	211.746852461016
2_3	212.809629934141
2_3	214.105291769607
2_3	214.947381445905
2_3	216.040355049307
