pop	true_time
1_2	20.5406293414999
1_2	21.3519245760981
1_2	22.3469988710713
1_2	23.5108942880761
1_2	24.2431044743862
1_2	25.1444764917251
1_2	26.0932618265506
1_2	27.9940272544045
1_2	28.8998607392423
1_2	29.2932687078137
1_2	30.1585319705773
1_2	31.3857622686774
1_2	32.8893253272399
1_2	33.9146036936436
1_2	34.7979017749894
1_2	35.0155129574705
1_2	36.6101352514233
1_2	37.0861244725529
1_2	38.45194192091
1_2	39.3943004203029
1_2	40.584313045023
1_2	41.1821310073137
1_2	42.066539922962
1_2	43.9309701740276
1_2	44.2352524758317
1_2	45.9382548234425
1_2	46.8552133983467
1_2	47.2699096512515
1_2	48.3346844238695
1_2	49.1166300748009
1_2	50.8905029145535
1_2	51.7871138250921
1_2	52.3783245752566
1_2	53.0264392229728
1_2	54.4148996293079
1_2	55.4695090206806
1_2	56.7483135287184
1_2	57.2102634818293
1_2	58.4559885160998
1_2	59.782236301573
1_2	60.0849815912079
1_2	61.4667561498936
2_3	62.274032992078
2_3	63.4322691375855
2_3	64.4039107065182
2_3	64.9335033139214
2_3	66.0378252079245
2_3	66.4829743087757
2_3	68.1081886403263
2_3	68.662575204391
2_3	69.8036154960282
2_3	70.518447040813
2_3	71.7781009310856
2_3	72.6975816367194
2_3	73.6702254286502
2_3	75.0534679661505
2_3	76.0990470051765
2_3	76.5083858296275
2_3	77.9611689837184
2_3	79.1342247617431
2_3	79.9205347783864
2_3	80.7987580073532
2_3	82.3326278468594
2_3	83.2667258421425
2_3	84.2738856221549
2_3	85.1685005989857
2_3	85.5331679147203
2_3	86.9766723664943
2_3	88.2568114479072
2_3	89.2014391233679
2_3	89.9512704126537
2_3	91.2998222925235
2_3	91.7841467412654
2_3	93.1535750578623
2_3	93.9582788178232
2_3	95.3259010694455
2_3	96.082762793405
2_3	97.2489603592549
2_3	97.8337409014348
2_3	99.0599857305642
2_3	99.8483118447475
2_3	100.960866352543
2_3	101.963831117842
2_3	102.759589670226
2_3	103.913023483241
2_3	104.813326858915
2_3	106.068668566877
2_3	106.726643376285
2_3	108.288737707306
2_3	108.485979061341
2_3	110.347210160457
2_3	111.255668364465
2_3	112.103194558993
2_3	113.449747338425
2_3	113.967687205411
2_3	115.167764862068
2_3	115.983797901776
2_3	117.217638191069
2_3	117.892179339658
2_3	119.27964383224
2_3	120.306589457206
2_3	121.075560666621
2_3	121.885009568185
2_3	122.76639433112
2_3	124.414551184978
2_3	124.575834506657
2_3	126.18490074249
2_3	127.241384446621
2_3	128.37812266103
2_3	129.263323986204
2_3	130.064093715046
2_3	131.230259681121
2_3	132.250487762969
2_3	132.785159457708
2_4	62.0414758669212
2_4	63.3483748512808
2_4	64.390232022386
2_4	65.2691530142911
2_4	65.663825627882
2_4	66.9447783727665
2_4	67.8812201209366
2_4	68.8715214524418
2_4	69.7785626279656
2_4	70.9752100659534
2_4	71.906833874993
2_4	72.660981572466
2_4	73.762249116553
2_4	75.4098653064575
2_4	75.6350600775331
2_4	77.2899455211591
2_4	77.6939434367232
2_4	79.0826961731073
2_4	80.3634646132123
2_4	81.1374782430939
2_4	81.6871111993678
2_4	82.5633087689057
2_4	84.389532109024
2_4	85.3691106853075
2_4	85.7710418645293
2_4	87.4272475254256
2_4	88.290072822012
2_4	88.6338045315351
2_4	90.3338164910674
2_4	91.3412300646305
2_4	91.5028510058764
2_4	92.6864670538343
2_4	93.4924047130626
2_4	94.9411189996172
2_4	96.0684723672457
2_4	96.6178790407721
2_4	97.5817491170019
2_4	98.691515234299
2_4	100.12237841473
2_4	101.188537502196
2_4	102.33453518129
2_4	102.6209158157
2_4	104.182730677072
2_4	105.013502418995
2_4	105.655023400905
