pop	true_time
1_2	20.6170282282401
1_2	21.15694442112
1_2	22.5208015893586
1_2	23.3951079081744
1_2	24.6213137123268
1_2	25.5054120987188
1_2	26.2914250593167
1_2	27.0773572972976
1_2	28.2760200272314
1_2	29.2395572250243
1_2	30.4791390094906
1_2	31.7344988086261
1_2	32.1403290801682
1_2	33.3252770418767
1_2	34.5656606848352
1_2	35.0667909975164
1_2	36.5391536876559
1_2	37.9854046243709
1_2	38.7096483362839
1_2	39.4121148982085
1_2	40.8411674811505
1_2	41.153426888166
1_2	42.0774392022286
1_2	43.44142601965
1_2	44.1777591155842
1_2	45.2327835375909
1_2	46.5785101410002
1_2	47.6643545345869
1_2	48.407895155251
1_2	49.8510057474487
1_2	50.1751086146105
1_2	51.016094295308
1_2	52.2954156571068
1_2	53.1655661067925
1_2	54.2347238105722
1_2	55.3268597244751
1_2	56.615343616344
1_2	57.867292416282
1_2	58.2606866420247
1_2	59.7451346325688
1_2	60.5786790533457
1_2	61.2387420053128
2_3	61.7727833024692
2_3	63.1732585460413
2_3	63.9256702843122
2_3	65.0406809865963
2_3	65.7959225424565
2_3	66.3329977011308
2_3	67.80543388566
2_3	68.932848260738
2_3	69.4950274680741
2_3	70.9482409060001
2_3	71.9586011278443
2_3	72.5543194452766
2_3	74.1553021543659
2_3	74.6826336577069
2_3	76.1775510776788
2_3	76.990392149426
2_3	77.5664268983528
2_3	78.95447960007
2_3	79.4537772142794
2_3	80.4557596207596
2_3	81.4501304158475
2_3	82.7294806556311
2_3	83.4555950155482
2_3	84.571706357412
2_3	85.4942725391593
2_3	86.6548068295233
2_3	88.0060519215185
2_3	89.1797632079106
2_3	89.8042517432477
2_3	91.232828233391
2_3	92.0892800746951
2_3	92.5363199301064
2_3	93.7355829267763
2_3	94.6671740694437
2_3	96.1370159531944
2_3	96.4965793108568
2_3	97.3164944481105
2_3	98.7025450270157
2_3	99.3180948868394
2_3	100.433364049532
2_3	101.568041471066
2_3	102.866416465258
2_3	103.792944899527
2_3	104.638136382913
2_3	105.243987160968
2_3	106.409796143649
2_3	107.919649152318
2_3	108.415688340086
2_3	109.652037471067
2_3	110.583194402512
2_3	111.52776358719
2_3	112.289833673276
2_3	114.060110423714
2_3	114.887468050467
2_3	115.429013983347
2_3	116.910658439854
2_3	118.09091143636
2_3	118.761455693748
2_3	119.291119912872
2_3	120.360503850272
2_3	121.984688511817
2_3	122.425284692785
2_3	123.479461431969
2_3	125.066633791663
2_3	125.96347060171
2_3	126.422569115181
2_3	128.062222631881
2_3	128.48181663081
2_3	130.057392015355
2_3	131.232446962968
2_3	131.311349156778
2_3	132.832890468184
2_3	133.634248103248
2_3	134.454744666349
2_3	135.598528922303
2_3	136.249651523074
2_3	137.453725185711
2_3	139.002890095115
2_3	139.391786813503
2_3	141.069915154716
2_3	141.825535980519
2_3	143.17713173572
2_3	144.180722977966
2_3	144.856820272282
2_4	61.6120206175838
2_4	62.4634898472577
2_4	63.5648468059953
2_4	64.7311137439683
