pop	true_time
1_2	20.3115178432781
1_2	21.9035558900796
1_2	22.4160607000813
1_2	23.126722253859
1_2	24.6423065341078
1_2	25.2772173329722
1_2	26.6718685408123
1_2	27.8494911543094
1_2	28.5006597344764
1_2	29.5650295696687
1_2	30.2147499450948
1_2	31.804744299734
1_2	32.7382456597406
1_2	33.7298953703139
1_2	34.5693908513058
1_2	35.8669193794485
1_2	36.9146532688756
1_2	37.9868344145361
1_2	38.7574522541836
1_2	39.4907730221748
1_2	40.0294588182587
1_2	41.2000396975782
1_2	42.8034528612625
1_2	43.6257808490191
1_2	44.9027435551398
1_2	45.446514650248
1_2	46.0412565872539
1_2	47.8756904394832
1_2	48.451027602423
1_2	49.4322387725115
1_2	50.0949756882619
1_2	51.0499996652361
1_2	52.6152233623434
1_2	53.5428274059668
1_2	54.6874594665132
1_2	55.5476466952823
1_2	56.1143084471114
1_2	57.1093897051178
1_2	58.5997353303246
1_2	59.3172122167889
1_2	60.4729508680757
1_2	61.6416925499216
1_2	62.0393300664145
1_2	63.7152161309496
1_2	64.6213523368351
1_2	65.0840558523778
1_2	66.1826504326891
1_2	67.0481571783312
1_2	68.7975939970929
1_2	69.762066799216
1_2	70.5540573578328
1_2	71.1011394648813
1_2	72.2859505496453
1_2	73.2100693837274
1_2	74.4075631652959
1_2	75.0384489586577
1_2	76.2379100401886
1_2	77.1901517841034
1_2	78.9593165740371
1_2	79.5779912287835
1_2	80.491958684288
1_2	81.2333416631445
1_2	82.204398883041
1_2	83.2615073970519
1_2	84.2146453710739
1_2	85.8883957045618
1_2	86.5216315330472
1_2	87.0741835501976
1_2	88.6484615092631
1_2	89.6504791767802
1_2	90.3931885010097
1_2	91.6474257297814
1_2	92.2401882712729
1_2	93.3973855823278
1_2	94.8335111567285
1_2	95.4760250966065
1_2	96.0470761780161
1_2	97.0567546673119
1_2	98.5252933336888
1_2	99.4871128371451
1_2	100.60672180145
1_2	101.626677569235
1_2	102.875606369227
1_2	103.32024592557
1_2	104.86759310239
1_2	105.607685304247
1_2	106.424042964354
1_2	107.117538516875
2_3	107.788652667077
2_3	108.870762243401
2_3	109.777652084827
2_3	110.72242064192
2_3	111.185817627003
2_3	112.372320130467
2_3	113.885144451866
2_3	114.678355519427
2_3	115.49967350415
2_3	116.486344723264
2_3	117.961089815013
2_3	118.362074240111
2_3	119.792770992732
2_3	120.578571411781
2_3	121.213062991155
2_3	122.743780102581
2_3	123.17839746247
2_3	124.339179689763
2_3	125.799295652192
2_3	126.12541094725
2_3	127.998640095349
2_3	128.85706525133
2_3	129.513933907496
2_3	130.585320635932
2_3	131.381096788682
2_3	133.005071200663
2_3	133.128788292408
2_3	134.234404309653
2_3	135.933901043143
2_3	136.316628155531
2_3	137.189084890764
2_3	138.883503701771
2_3	139.902535915375
2_3	140.423642363399
2_3	141.643703384092
2_3	142.520776380785
2_3	143.345762815559
2_3	144.63039506739
2_3	145.981261417968
2_3	146.178410034627
2_3	147.72571365675
2_3	148.440016862238
2_3	149.828478737269
2_3	150.905680205207
2_3	152.096029404085
2_3	152.179972334532
2_3	153.805483292788
2_3	154.8010648489
2_3	155.704648269806
2_3	156.507649147417
2_3	157.559638411039
2_3	158.745132659562
2_3	159.975927765481
2_3	160.352710549487
2_3	161.986662699375
2_3	162.474637087435
2_3	163.177465151995
2_3	164.716115871212
2_3	165.317753973417
2_3	167.057089330629
2_3	167.399232863449
2_3	168.65542076109
2_3	169.368034901563
2_3	170.436049717711
2_3	172.023593064165
2_3	172.164932662155
2_3	173.31614582194
2_3	174.949984583305
2_3	175.674102937104
2_3	176.426137947245
2_3	177.132955522742
2_3	178.47742783674
2_3	179.323999985354
2_3	180.685911768815
2_3	181.753641136689
2_3	182.132165925112
2_3	184.020264150109
2_3	185.043327378342
2_3	185.948131538462
2_3	187.08245255868
2_3	187.419151590206
2_3	188.532545059919
2_3	189.236120385351
2_3	190.714357258985
2_3	191.16565493145
2_3	193.081990059465
2_3	193.323503600201
2_3	194.649593134411
2_3	195.555988641921
2_3	196.681931202533
2_3	197.573422881775
2_3	198.756706302287
2_3	200.058024444617
2_4	107.279215594521
2_4	108.893667066935
2_4	110.088155068457
2_4	111.087678143056
2_4	111.279111209558
2_4	113.099976510974
2_4	113.356323795393
2_4	114.900818048511
2_4	115.89856349444
2_4	116.206156186294
2_4	117.39581570751
2_4	119.012174626114
2_4	119.842699104454
2_4	120.243304796983
2_4	121.603031608276
2_4	122.486423606519
2_4	123.921049974393
2_4	124.896255439147
2_4	125.401874583913
2_4	126.866721468046
2_4	127.550949030323
2_4	128.436694029951
2_4	129.145480241394
2_4	130.939487009542
2_4	131.356243956136
2_4	132.431275740964
2_4	133.376776529709
2_4	134.354272828903
2_4	136.105164293665
2_4	136.750397835858
2_4	137.814172684215
2_4	138.137141181622
2_4	139.243806050159
2_4	140.577743355418
2_4	141.874619622715
2_4	142.595429448411
2_4	143.576976460638
2_4	144.646105401218
2_4	145.674306652974
2_4	146.830992931267
2_4	148.09333415376
2_4	148.241816522786
2_4	149.874299022136
2_4	150.320876102429
2_4	151.935459054541
2_4	153.025611865334
2_4	153.573513690848
2_4	154.790213955799
2_4	155.293951794039
2_4	156.946675257059
2_4	157.793791412842
2_4	158.522178305779
2_4	159.805484163342
2_4	161.08514442062
2_4	161.580566243967
2_4	163.044389120536
2_4	163.351145365741
2_4	164.396168360021
2_4	165.393239186378
2_4	166.830430903006
2_4	167.407184564974
2_4	168.410494988784
2_4	169.656109712785
2_4	170.144828271819
2_4	171.170558266575
2_4	173.05864774948
2_4	173.424503754359
2_4	174.446694602491
2_4	175.66165498714
2_4	177.008646141738
2_4	177.343597800238
2_4	178.146394980839
2_4	179.735442562727
2_4	181.001341237454
2_4	181.393713190686
2_4	183.068649092689
2_4	183.558370555751
2_4	184.189492425183
2_4	185.744273154996
2_4	186.696910290979
2_4	187.479683402693
2_4	188.311209123349
2_4	189.745821196819
2_4	190.96859552199
2_4	191.35090657766
2_4	192.424324353924
2_4	193.156746083871
2_4	194.37568625412
2_4	195.182116615353
2_4	196.352649000473
2_4	198.021177206887
2_4	198.81276896433
3_5	200.994684351142
3_5	201.153704683762
3_5	202.748660278507
3_5	203.766894415254
3_5	204.234576256014
3_5	205.297066248255
3_5	206.918318858836
3_5	207.680842124391
3_5	208.080795257352
3_5	209.982421359746
3_5	210.412608594401
3_5	211.717477627099
3_5	212.951716589509
3_5	213.818835583748
3_5	214.802418143256
3_5	215.637979969382
3_5	216.389504705789
3_5	217.786817095475
3_5	218.271940476727
3_5	219.268524117535
3_5	220.938917510211
3_5	221.792283156421
3_5	222.88458298659
3_5	223.398956868798
3_5	224.197266107658
3_5	225.553969778121
3_5	226.49953458528
3_5	227.429807162378
3_5	228.63744406146
3_5	229.689123980701
3_5	230.206291088834
3_5	231.546433169395
3_5	232.391855715541
3_5	233.380551755894
3_5	234.18254446378
3_5	235.25106971967
3_5	236.288142298348
3_5	237.903134009335
3_5	238.73277027416
3_5	239.35009637475
3_5	240.750966731692
3_5	241.073443134315
3_5	242.253494933248
3_5	243.325766838854
3_5	244.530644278741
3_5	245.659574276768
3_5	246.794010999845
3_5	247.585593348602
3_5	248.806276106974
3_5	249.879939224804
3_5	250.888416832546
3_5	251.378862203099
3_5	252.798119302373
3_5	253.929169093026
3_5	254.318297130754
3_5	255.68472566409
3_5	256.400341501692
3_5	257.27689051046
3_5	258.600859099999
3_5	259.589946209919
