"","Burn1_TF1","Burn2_TF1","Burn2_TF2","Burn3_TF1","Burn3_TF2","Burn3_TF3","Burn4_TF1","Burn4_TF2","Burn5_TF1","Burn5_TF2","Burn6_TF1","Burn6_TF2","A1_TF1","A2_TF1","A3_TF1","A3_TF2","A4_TF1","A4_TF2","A4_TF3","A4_TF4","A4_TF5","A4_TF6","B1_TF1","B2_TF1","B2_TF2","B3_TF1","B3_TF2","B3_TF3","B3_TF4","B3_TF5","B4_TF1","B5_TF1","B6_TF1","C1_TF1","C2_TF1","C2_TF2","C3_TF1","C3_TF2","C3_TF3","C4_TF1","C4_TF2","C5_TF1","C6_TF1","C6_TF2","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140"
"cell1",23,17,3,13,12,9,12,13,15,12,13,9,6,6,1,1,13,11,6,8,7,5,11,12,10,0,1,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,16,3,0,13,0,12,0,15,12,13,7,6,0,10,1,0,8,0,0,0,0,0,5,0,0,0,0,1,0,10,0,17,4,9,7,8,0,0,5,4,3,0,28,0,12,15,0,1,13,6,0,10,9,7,10,13,5,0,12,20,0,0,0,0,0,0,21,24,0,0,8,0,0,7,11,2,0,12,0,11,2,8,0,7,12,7,4,10,0,9,15,10,7,15,6,0,13,8,9,13,5,12,0,7,0,0,6,0,0,0,13,5,15,0,13,22,16,13,1,13,16,14,12,0,8,13,11,9,0,5,5,14,0,9,0,0,5
"cell2",7,13,8,8,11,3,8,3,11,7,4,13,4,13,0,1,6,6,5,4,8,11,6,9,7,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,6,1,7,12,0,0,4,1,9,2,10,5,9,5,6,2,6,0,3,7,0,0,0,2,0,1,0,0,10,0,0,0,8,9,6,6,13,0,1,0,0,0,0,2,8,11,0,7,9,0,6,3,5,0,4,7,9,16,6,5,0,13,14,0,0,0,0,0,0,4,13,0,0,2,0,0,2,6,0,0,8,0,11,1,10,2,7,15,6,6,7,0,8,5,8,14,7,6,0,13,6,7,4,7,8,0,4,0,0,5,0,0,0,11,0,6,0,9,6,2,17,3,11,12,9,15,0,7,8,15,4,0,4,1,8,0,4,0,3,2
"cell3",13,11,12,13,8,14,8,16,13,16,7,5,11,8,0,0,12,9,5,9,6,8,7,17,28,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,18,0,0,4,0,13,0,7,11,8,5,11,0,5,0,1,19,0,0,0,0,0,7,0,0,2,0,1,0,20,0,14,13,11,4,11,0,0,2,12,0,0,39,0,11,10,0,2,6,1,0,6,12,6,13,12,12,0,8,12,0,0,0,0,0,0,19,40,0,0,7,0,0,10,10,2,0,10,0,10,5,15,0,6,7,6,7,9,3,17,7,17,9,12,6,0,18,5,22,18,9,10,0,11,1,0,17,0,0,0,15,6,14,0,13,8,10,17,2,11,8,28,15,0,11,12,23,14,0,22,4,21,1,9,1,0,6
"cell4",19,19,2,10,14,12,14,10,16,16,12,10,8,6,1,1,8,16,13,11,11,5,5,4,20,0,2,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,8,0,17,14,2,0,9,0,9,0,13,15,9,6,6,0,5,0,1,10,0,0,0,0,0,2,0,0,0,0,1,0,8,0,18,3,7,8,5,0,0,13,5,2,0,14,0,8,12,0,2,8,3,0,11,13,12,14,7,5,0,9,7,0,0,0,0,0,0,14,28,0,0,7,0,0,5,11,2,0,12,0,10,2,4,0,7,11,6,8,6,0,13,10,12,5,9,4,0,13,5,7,15,2,7,0,9,0,0,10,0,0,0,22,9,11,0,11,13,18,19,1,16,14,18,20,0,6,14,17,14,0,11,2,17,0,7,1,0,7
"cell5",24,21,17,37,9,19,18,33,22,19,26,22,5,20,0,3,15,20,23,10,18,19,19,15,40,0,0,0,0,0,21,0,42,8,18,15,7,8,10,4,2,17,5,0,9,0,22,31,0,0,17,15,13,15,26,10,7,13,18,1,11,0,0,4,10,13,29,32,27,0,13,15,31,0,0,3,16,13,36,13,20,5,9,0,0,4,0,16,24,11,11,9,23,0,19,3,24,18,8,10,17,15,16,13,2,30,17,0,11,23,13,4,17,23,55,2,0,14,0,0,11,19,3,0,17,0,16,2,25,0,12,30,14,15,10,0,15,13,25,15,18,9,1,21,10,33,29,1,3,0,19,0,0,25,0,0,0,9,0,17,0,22,30,29,43,8,14,24,25,19,15,10,33,31,0,13,12,0,6,0,14,1,23,4
"cell6",26,27,16,21,16,14,28,40,37,12,20,13,2,17,0,0,27,18,27,10,17,8,19,15,21,0,0,0,0,0,26,1,17,27,15,32,3,16,8,8,14,7,9,13,24,1,20,43,0,1,9,21,14,18,27,27,20,16,12,2,5,0,0,3,23,17,31,33,23,0,15,20,29,0,0,3,20,17,16,20,30,0,20,0,0,0,0,12,17,31,15,19,17,0,17,0,29,16,4,25,13,29,17,7,5,30,20,10,15,34,12,14,21,21,23,0,0,4,0,0,17,24,6,0,10,0,15,2,10,2,17,26,17,12,11,0,23,7,29,29,26,14,0,12,23,37,21,7,7,0,7,0,12,34,0,1,1,9,0,18,5,16,15,22,28,13,20,18,21,27,11,16,13,25,1,12,10,0,4,0,7,4,39,12
"cell7",31,36,12,29,27,10,25,28,33,26,23,19,0,0,17,6,3,2,4,1,3,1,10,14,39,0,0,0,0,0,25,0,34,16,53,32,5,2,2,12,10,2,27,17,7,5,19,34,0,0,15,27,8,20,0,31,9,14,22,0,8,0,0,2,13,24,27,30,24,0,14,24,32,0,0,1,14,4,24,26,26,0,13,0,0,0,0,3,26,8,26,30,26,0,21,0,15,26,0,20,11,23,8,14,1,14,24,16,2,18,6,2,20,39,38,16,5,19,20,12,0,20,34,36,15,5,14,7,31,25,0,0,0,0,0,0,22,19,26,6,8,7,3,23,6,26,23,5,12,0,8,4,19,15,30,35,10,0,5,28,13,22,18,35,25,11,11,44,2,0,20,17,23,15,0,26,13,0,0,0,1,4,45,10
"cell8",23,44,10,39,22,26,25,36,18,32,34,27,0,2,6,0,30,22,13,14,29,17,29,4,38,0,0,0,0,0,23,1,24,21,27,38,2,0,4,19,7,0,41,18,12,0,21,33,0,0,19,19,12,25,0,32,14,29,22,0,23,0,0,4,19,17,36,30,21,0,14,19,32,0,0,1,30,24,38,22,36,0,4,0,0,0,0,15,20,6,27,23,30,0,19,1,14,33,2,35,23,30,30,14,0,16,17,3,5,21,2,5,9,30,40,0,0,6,0,0,1,15,21,0,29,0,18,4,28,25,17,0,3,5,2,0,45,22,39,24,27,18,0,34,30,31,34,12,19,0,15,0,30,16,23,36,10,0,0,36,27,30,39,31,49,25,25,19,26,6,15,28,26,35,0,17,20,0,3,0,1,0,40,11
"cell9",15,32,13,27,18,26,21,22,19,25,21,18,22,3,2,0,21,23,33,7,15,15,17,9,9,1,10,3,3,12,0,42,0,0,0,0,0,0,0,0,0,0,0,0,10,1,24,26,11,0,19,0,9,4,26,15,11,25,12,2,15,0,1,33,0,0,0,1,0,0,0,0,24,21,23,0,13,0,25,0,0,28,19,0,0,8,28,0,0,27,0,2,0,22,9,16,31,0,28,15,13,24,11,15,0,11,22,0,0,0,0,0,0,24,46,0,0,6,0,0,14,13,1,0,27,2,18,1,11,1,18,26,17,6,4,0,29,21,20,19,16,16,0,13,8,36,26,8,15,8,19,0,0,27,0,0,0,21,21,19,0,14,16,18,25,0,8,21,25,30,0,8,24,18,21,0,21,6,16,18,18,2,0,10
"cell10",38,32,19,25,12,31,34,43,38,22,34,14,0,1,12,6,24,8,6,8,14,14,20,18,28,0,0,0,0,0,34,0,31,19,19,28,1,0,2,13,9,0,22,8,10,0,33,42,0,0,8,35,20,19,3,31,11,22,26,0,26,0,0,6,9,17,39,35,34,0,30,25,28,0,0,6,18,12,45,22,22,0,7,0,0,0,0,15,20,14,25,22,27,0,43,0,38,30,3,32,12,57,19,20,0,20,30,4,1,2,3,2,4,42,54,2,0,17,1,0,2,24,33,5,19,0,10,3,33,25,8,0,0,0,3,8,47,12,18,36,17,23,0,39,15,32,28,18,14,0,17,0,30,14,31,27,16,1,0,42,22,19,31,34,32,15,15,38,18,3,15,17,29,34,0,38,16,0,0,0,10,0,24,15
