"","Burn1_TF1","Burn2_TF1","Burn2_TF2","Burn3_TF1","Burn3_TF2","Burn3_TF3","Burn4_TF1","Burn4_TF2","Burn5_TF1","Burn5_TF2","Burn6_TF1","Burn6_TF2","A1_TF1","A2_TF1","A3_TF1","A3_TF2","A4_TF1","A4_TF2","A4_TF3","A4_TF4","A4_TF5","A4_TF6","B1_TF1","B2_TF1","B2_TF2","B3_TF1","B3_TF2","B3_TF3","B3_TF4","B3_TF5","B4_TF1","B5_TF1","B6_TF1","C1_TF1","C2_TF1","C2_TF2","C3_TF1","C3_TF2","C3_TF3","C4_TF1","C4_TF2","C5_TF1","C6_TF1","C6_TF2","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140"
"cell1",79,62,19,72,76,53,48,68,48,54,54,43,0,1,4,13,25,19,41,3,19,29,33,36,75,0,0,0,0,0,51,7,46,32,49,36,8,9,12,30,15,2,48,23,23,0,32,70,0,0,51,37,41,27,4,62,41,36,31,3,48,0,4,6,47,34,65,48,65,0,42,57,50,0,0,2,36,40,60,38,29,0,19,0,0,0,0,11,45,23,39,37,50,0,33,0,63,47,3,43,32,63,41,24,3,61,49,10,11,22,9,5,17,85,88,2,0,21,6,1,2,38,67,9,36,0,33,20,50,74,17,4,2,1,5,0,54,47,62,21,27,34,0,36,31,65,66,22,30,0,27,4,75,46,72,42,44,0,0,56,50,43,86,83,81,30,38,41,36,16,48,43,47,62,0,55,52,0,0,0,14,1,81,14
"cell2",37,39,25,47,26,33,30,38,32,40,26,27,0,0,33,30,0,0,0,0,0,0,0,1,6,7,6,4,3,6,23,3,27,30,40,50,0,5,1,43,20,0,40,20,25,30,12,34,1,0,25,24,24,5,0,26,21,21,25,5,25,0,1,0,30,28,59,41,27,0,10,33,43,2,16,12,11,24,35,16,23,3,6,0,6,5,0,12,19,9,28,6,35,0,21,1,36,47,0,22,27,33,9,14,2,27,38,15,0,0,0,0,0,32,44,46,28,20,33,15,0,0,45,59,1,15,0,39,0,49,0,0,0,0,0,1,35,16,58,0,0,3,26,16,16,32,30,9,26,0,0,23,42,0,34,35,30,0,36,27,17,30,27,44,43,20,20,31,0,0,23,14,40,0,0,20,18,0,1,0,0,32,50,9
"cell3",52,64,34,34,38,38,38,50,45,43,34,50,0,0,27,18,16,10,11,0,9,6,35,31,54,0,0,0,0,0,46,0,36,25,31,49,7,5,0,56,16,0,48,51,17,2,18,65,0,0,43,34,13,19,0,39,23,22,13,8,40,0,4,4,24,35,50,40,48,0,18,40,36,0,0,5,33,12,42,34,31,0,3,0,0,0,0,33,34,10,32,22,39,0,30,3,38,43,0,35,32,65,37,32,4,34,33,17,5,10,5,0,5,37,52,23,0,19,8,4,0,13,51,33,41,2,37,12,46,59,0,0,0,0,0,3,47,26,66,40,27,22,0,35,22,49,41,23,15,0,18,2,64,28,49,38,22,0,0,46,31,32,28,54,60,19,28,30,3,0,27,28,49,58,0,27,21,0,4,0,0,1,43,24
"cell4",95,88,57,106,53,62,85,87,59,73,95,38,0,22,7,8,66,70,50,21,44,35,68,62,78,1,0,0,0,0,92,1,65,44,77,67,10,4,8,54,44,0,77,99,41,0,61,104,0,0,49,73,49,47,5,84,51,62,30,7,35,0,5,20,49,49,106,73,71,0,47,88,67,0,0,18,52,41,97,40,42,0,5,0,0,0,0,39,80,26,56,59,68,0,83,0,66,48,10,46,64,87,31,57,2,77,56,40,4,23,0,2,4,60,130,0,0,20,0,0,38,75,27,0,77,1,62,16,125,80,32,5,31,22,14,0,62,33,82,43,53,49,0,51,40,73,116,37,44,0,37,0,87,81,70,62,26,3,0,73,80,72,91,105,111,36,66,83,88,53,47,46,53,83,1,37,41,0,9,0,25,3,121,15
"cell5",360,415,181,361,275,274,283,337,418,257,382,280,0,0,433,184,0,0,0,0,0,0,0,0,0,271,141,355,315,339,0,297,132,169,318,295,21,53,42,295,191,0,299,228,159,326,230,453,158,0,197,331,130,208,0,419,186,255,221,84,161,0,22,26,236,217,400,381,247,0,169,337,373,297,279,79,277,63,407,6,20,421,336,0,175,298,16,85,171,502,305,182,5,439,276,7,213,249,0,235,327,334,120,175,28,290,407,146,21,23,16,7,15,245,504,590,439,276,370,161,0,0,447,309,0,222,0,393,0,380,0,0,0,0,0,0,326,210,468,0,0,0,232,247,194,491,288,199,239,169,0,276,343,0,333,304,228,0,371,284,302,327,365,326,385,0,226,318,0,0,276,223,237,0,8,277,195,174,43,283,0,278,281,83
"cell6",36,43,14,36,49,36,52,36,57,26,38,38,0,0,34,29,0,0,0,0,3,0,0,14,16,0,0,0,0,0,28,1,43,20,21,24,3,5,10,39,9,0,61,47,26,36,21,53,0,0,11,41,25,25,0,59,22,31,34,2,21,0,3,4,23,20,68,41,42,0,20,51,45,0,0,4,28,20,33,24,48,0,13,1,22,2,0,21,40,20,27,27,38,0,36,0,35,33,2,31,24,42,27,24,1,28,34,12,0,4,2,0,0,45,56,43,53,24,51,17,0,0,56,65,3,21,3,40,0,47,0,0,0,0,0,0,48,30,42,2,6,3,20,32,23,46,46,14,16,0,0,34,50,4,52,45,27,0,48,52,22,39,37,56,45,34,28,32,0,0,32,28,21,0,0,22,22,0,4,0,0,44,50,11
"cell7",56,50,30,45,50,38,47,57,50,29,38,37,0,2,12,12,25,26,31,18,35,35,27,24,70,0,1,0,0,0,32,2,71,32,52,57,2,7,0,32,12,1,54,39,24,2,32,53,0,0,42,45,29,34,3,32,29,43,23,3,37,0,3,8,20,27,59,42,52,0,28,37,47,0,0,20,42,35,55,32,46,0,19,0,0,0,0,23,53,18,44,44,36,0,47,1,37,44,0,26,48,73,36,19,0,23,27,17,1,10,3,2,1,43,69,0,0,24,8,0,15,31,36,2,26,0,30,2,44,63,20,8,3,1,2,2,34,44,51,25,32,38,0,40,36,64,53,35,36,0,21,1,84,35,28,53,39,0,2,60,39,35,39,66,47,21,47,36,27,12,26,22,43,64,1,36,28,0,2,0,9,2,63,26
"cell8",41,41,13,36,32,35,26,33,21,28,29,33,16,19,1,1,15,16,21,12,13,12,16,20,41,0,0,0,0,0,26,0,40,18,22,34,6,3,9,8,9,3,22,23,11,1,15,32,0,0,25,35,13,23,17,39,9,7,9,3,20,0,1,10,14,31,38,26,29,0,13,15,52,0,0,1,23,9,22,21,21,1,19,0,0,0,0,13,30,5,18,25,23,0,20,0,15,20,8,21,29,31,18,17,1,30,19,4,9,32,4,4,22,21,57,3,0,15,2,0,8,31,4,0,15,0,24,12,27,0,21,28,33,20,24,1,42,21,34,19,23,13,0,16,18,24,27,4,2,0,13,0,6,15,6,1,0,4,1,19,21,16,23,34,25,15,20,24,28,32,20,13,31,32,4,19,15,0,0,0,16,4,21,12
"cell9",41,37,22,36,43,27,32,27,31,35,28,20,16,15,0,0,0,1,0,0,1,0,0,0,0,19,31,24,25,15,0,33,0,0,0,0,0,0,0,0,0,0,0,0,9,11,13,31,15,0,18,0,13,0,32,29,18,15,12,5,18,1,0,24,0,0,0,0,0,0,0,0,15,36,38,0,18,0,32,1,0,35,34,0,15,21,21,0,0,44,0,0,0,30,2,17,17,0,22,20,17,39,16,11,4,25,37,0,0,0,0,0,0,21,32,47,35,12,24,2,17,28,10,1,0,28,0,34,0,0,14,27,32,9,9,0,35,21,29,0,0,0,19,16,19,37,56,5,26,17,0,22,0,0,0,0,0,17,33,27,0,26,23,28,37,2,17,22,41,37,0,19,29,0,19,0,13,13,25,27,22,36,0,9
"cell10",18,20,5,11,9,10,17,18,17,11,10,9,11,11,1,0,10,12,15,7,10,13,7,15,11,0,0,0,0,0,11,9,1,0,0,0,0,0,0,0,0,0,0,0,5,0,17,22,0,0,11,0,10,1,12,11,4,8,8,0,10,0,1,21,0,0,0,0,0,10,0,0,8,0,1,0,10,0,11,5,17,16,10,0,0,5,13,3,0,28,0,5,10,0,5,11,2,0,10,17,18,18,12,9,0,10,16,0,0,0,0,0,0,16,16,0,0,3,0,0,12,15,3,0,9,0,20,3,16,3,9,9,9,6,7,0,12,6,16,7,9,8,0,11,5,12,17,8,4,0,10,0,0,12,0,0,0,21,1,13,0,7,7,10,16,7,16,17,13,7,0,15,9,14,10,0,8,3,15,0,17,0,0,1
