"","Burn1_TF1","Burn1_TF2","Burn1_TF3","Burn1_TF4","Burn2_TF1","Burn2_TF2","Burn2_TF3","Burn2_TF4","Burn3_TF1","Burn4_TF1","Burn4_TF2","Burn5_TF1","Burn5_TF2","Burn5_TF3","Burn5_TF4","Burn6_TF1","Burn6_TF2","Burn6_TF3","A1_TF1","A1_TF2","A2_TF1","A2_TF2","A3_TF1","A4_TF1","A4_TF2","B1_TF1","B1_TF2","B2_TF1","B2_TF2","B3_TF1","B3_TF2","B3_TF3","B3_TF4","B4_TF1","B4_TF2","B5_TF1","B5_TF2","B6_TF1","B6_TF2","C1_TF1","C2_TF1","C2_TF2","C3_TF1","C4_TF1","C4_TF2","C5_TF1","C6_TF1","D1_TF1","D1_TF2","D2_TF1","D3_TF1","D3_TF2","D4_TF1","D5_TF1","D5_TF2","D6_TF1","E1_TF1","E2_TF1","E2_TF2","E3_TF1","E3_TF2","E3_TF3","E4_TF1","E4_TF2","E5_TF1","E6_TF1","F1_TF1","F1_TF2","F2_TF1","F2_TF2","F2_TF3","F2_TF4","F3_TF1","F3_TF2","F4_TF1","F4_TF2","F5_TF1","F5_TF2","F5_TF3","F6_TF1","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140"
"cell11",1,8,4,2,1,4,5,2,10,1,0,0,1,3,4,2,0,1,5,7,1,4,0,2,6,3,4,0,0,0,0,0,0,10,7,0,0,2,1,12,0,1,0,1,0,0,3,5,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,1,3,4,0,0,6,1,0,0,1,0,3,3,2,0,0,2,0,6,0,0,0,2,0,8,0,3,0,0,0,2,1,4,1,0,0,0,3,2,3,0,8,3,3,6,0,0,3,7,0,2,0,3,8,0,4,0,0,0,0,3,2,8,2,0,2,0,1,0,0,6,0,0,4,11,0,0,9,1,0,2,2,11,0,10,0,0,3,1,2,0,0,0,0,0,1,0,0,3,0,4,0,5,2,0,2,0,1,0,2,2,2,0,4,8,0,8,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,4,0,0,0
"cell12",0,2,2,3,1,1,3,1,4,0,1,0,4,1,3,0,0,0,1,4,0,0,1,0,0,0,0,0,0,2,1,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,3,2,0,3,2,0,0,0,1,0,2,3,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,1,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,2,0,4,0,3,0,2,4,1,1,0,0,0,0,0,5,3,0,7,0,1,0,0,6,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,3,0,1,2,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,2,5,0,0,0,0,4,0,7,2,3,0
"cell13",3,3,3,2,0,4,2,3,3,1,1,3,1,1,3,0,1,5,2,4,0,0,4,0,0,0,0,0,0,4,3,9,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,4,3,5,0,0,2,2,0,0,0,3,0,5,2,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,1,3,4,0,1,0,1,2,0,1,3,0,0,0,0,5,0,0,2,0,4,0,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,3,0,0,6,0,1,4,2,0,0,2,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,0,1,0,3,4,4,0
"cell14",0,3,5,2,1,4,10,3,12,1,12,0,6,2,0,0,0,11,4,2,3,11,0,11,4,6,0,3,0,0,0,0,0,1,6,0,0,3,7,5,2,4,0,1,1,0,0,2,4,3,1,0,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,2,0,0,1,6,3,0,0,3,3,0,0,0,4,5,1,0,0,0,4,0,4,0,0,0,5,0,1,1,2,0,1,5,3,3,1,1,0,0,0,0,4,6,0,11,3,7,3,0,0,3,6,0,0,8,4,11,0,6,4,4,5,0,2,1,4,2,0,1,0,1,0,0,2,0,0,0,3,1,0,7,9,0,10,4,2,0,4,0,2,5,8,1,0,10,0,0,0,7,3,0,3,4,1,0,0,4,0,5,0,1,0,4,0,8,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,16,0,0,2,3,0,1,0,10,0,0,0
"cell15",6,5,1,4,1,2,1,2,6,5,2,6,2,2,6,5,1,8,0,10,4,0,0,7,2,5,7,7,11,0,0,0,0,5,7,0,0,3,1,5,3,7,0,5,6,0,0,0,4,7,2,1,4,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,11,8,0,10,0,3,3,2,1,0,0,4,0,7,0,0,0,7,0,1,3,11,0,0,0,3,1,2,0,0,0,0,2,3,5,0,8,2,6,4,0,1,5,0,0,0,7,4,3,0,1,0,2,1,0,0,3,5,8,1,0,10,0,0,0,5,0,0,5,2,5,2,1,5,1,8,0,2,0,2,0,5,6,7,7,0,5,0,0,0,4,9,7,0,2,0,0,11,5,0,2,0,4,0,5,0,0,0,2,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,6,1,0,0,0,0,0,0
"cell16",6,8,5,2,1,5,5,3,2,2,4,2,2,12,1,2,2,2,2,5,1,4,0,7,5,0,1,1,6,0,0,0,0,1,8,0,0,2,4,1,3,1,0,4,3,0,0,3,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,3,0,0,1,7,0,3,0,0,1,2,1,0,0,11,0,16,0,0,0,3,0,3,3,7,0,1,2,0,11,3,0,0,0,0,2,2,4,0,1,3,9,4,0,1,3,0,0,0,3,18,10,0,2,0,7,4,0,2,4,5,4,0,10,0,0,0,0,3,0,0,6,7,0,4,3,1,0,2,1,0,0,6,0,5,2,1,6,0,6,0,0,0,0,3,2,3,1,1,0,3,0,0,5,0,6,0,5,2,6,0,4,4,4,2,1,9,0,2,0,0,0,0,0,2,1,4,2,6,0,9,0,0,19,1,5,4,0,0,0,0,0
"cell17",1,3,0,2,4,1,1,1,7,0,2,2,0,3,0,4,1,0,0,3,3,2,0,0,0,0,0,0,0,6,10,1,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,4,2,0,4,1,0,0,0,3,0,12,0,0,0,0,3,0,3,0,0,1,0,0,1,1,0,0,0,0,1,2,0,0,2,0,0,0,2,4,0,0,0,5,5,0,0,0,2,0,2,2,0,2,0,2,5,0,0,1,0,0,0,0,0,0,0,3,3,2,0,2,0,0,6,0,4,5,0,0,0,0,7,4,0,0,0,0,0,0,10,3,1,4,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,5,4,3,0,2,5,0,1,0,6,0,0,0,0,3,7,0,0,0,0,0,0,0,0,2,0,4,0,0,4,1,6,3,2,0
"cell18",1,2,8,1,2,5,4,1,6,3,0,4,5,2,2,6,1,3,2,5,3,7,0,3,5,0,1,5,1,0,0,0,0,0,2,0,0,7,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,3,0,0,0,0,0,2,1,5,0,0,10,0,2,0,0,8,3,2,1,6,1,0,3,2,0,6,0,0,1,0,0,7,3,1,3,0,0,0,6,0,0,0,2,0,6,11,0,1,0,1,1,0,0,3,0,0,0,0,9,1,0,3,0,0,3,0,0,1,2,3,0,6,0,0,0,0,1,0,2,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,6,0,2,3,9,4,0,6,0,2,6,3,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,10,0,7,0,0,0
"cell19",3,1,2,8,6,5,6,0,4,1,2,9,0,3,6,10,1,8,14,13,0,4,0,4,6,8,4,4,0,0,0,0,0,1,7,0,0,5,5,12,0,7,0,7,7,0,0,1,0,6,4,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,4,0,0,0,6,0,4,0,0,6,2,2,0,0,5,0,3,0,0,0,4,0,1,4,6,0,4,0,4,7,5,0,0,0,0,7,8,4,0,4,1,7,3,0,7,11,0,0,0,0,1,2,0,2,3,5,0,0,4,5,13,3,0,12,2,0,0,0,5,0,0,0,5,11,2,7,11,2,3,0,1,0,1,0,2,2,11,6,0,2,0,0,0,6,2,4,6,7,6,0,3,2,0,1,0,6,0,3,7,5,0,4,3,0,3,0,5,0,0,0,0,0,0,0,0,0,6,5,3,0,2,0,0,10,9,4,2,0,6,2,0,0
"cell20",6,5,2,0,8,1,0,0,1,2,4,6,13,7,1,0,2,3,6,10,1,0,0,0,0,0,0,0,0,4,5,4,5,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,3,8,0,0,0,0,0,0,2,0,6,1,0,0,0,4,0,3,0,0,7,3,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,1,3,3,0,0,1,5,0,2,0,11,0,1,3,0,7,0,2,4,0,0,2,0,0,0,0,0,0,0,1,1,2,0,4,0,0,3,2,2,2,0,0,0,0,4,0,0,0,0,3,0,0,2,5,3,2,0,3,0,0,0,0,0,0,0,0,1,0,0,7,0,4,8,1,0,0,3,0,10,0,3,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,7,1,7,0
"cell21",1,1,3,2,2,0,1,2,5,4,0,2,2,3,1,2,6,3,2,6,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,7,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,3,0,3,3,0,0,0,8,0,0,5,0,0,0,1,0,1,0,0,2,6,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,2,1,0,0,2,4,0,2,0,0,0,3,5,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,2,0,6,0,3,0,1,8,3,2,2,0,0,0,0,3,1,0,0,0,2,0,0,2,2,1,4,0,8,0,0,0,0,0,0,0,0,1,0,0,6,0,3,2,1,0,3,2,3,2,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,5,0,0,11,4,1,6,7,0
"cell22",1,0,1,0,1,3,1,0,2,2,0,1,0,2,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,2,6,0,5,0,0,1,0,0,3,0,0,0,0,4,0,0,0,0,1,0,2,0,3,0,0,1,0,0,0,0,0,2,1,0,4,0,0,0,0,2,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,1,3,3,3,0
"cell23",2,2,5,1,5,8,2,1,0,2,5,0,4,6,1,3,5,3,0,0,2,2,0,0,0,0,0,0,0,2,4,2,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,5,0,0,0,0,0,0,0,12,0,4,4,0,0,0,4,0,3,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,4,3,0,0,0,1,6,0,1,0,2,0,3,3,0,8,0,4,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,4,7,0,0,0,0,1,7,0,0,0,9,0,0,4,3,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,2,0,11,5,0,2,0,2,0,0,0,0,3,4,0,0,0,0,0,0,0,2,1,0,2,0,0,13,1,6,1,6,0
"cell24",1,2,11,0,9,5,4,4,9,5,1,0,3,2,5,3,0,13,9,9,5,8,0,8,13,7,0,4,2,0,0,0,0,3,1,0,0,3,15,0,3,2,0,11,18,0,0,0,2,13,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,3,5,0,0,5,5,0,5,0,3,12,8,1,0,0,4,0,12,0,0,0,4,0,1,3,4,0,1,1,2,14,5,0,0,0,0,3,2,2,0,10,2,6,13,0,7,9,0,0,0,2,9,0,4,0,0,7,4,0,2,11,8,2,0,9,5,0,0,0,12,0,0,7,4,9,1,1,0,0,1,0,14,0,8,0,1,4,6,0,0,3,0,0,0,4,13,7,8,5,5,0,2,6,0,2,0,8,0,11,2,3,0,0,5,0,5,0,4,0,0,0,0,0,0,0,0,0,2,4,13,0,2,0,0,2,5,2,0,0,0,0,0,0
"cell25",2,0,3,0,0,2,2,2,3,1,3,0,0,2,3,0,1,4,2,1,3,0,2,0,0,0,0,0,0,0,2,4,1,0,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,5,4,0,0,0,0,0,1,0,0,0,0,3,0,5,2,0,0,2,0,0,1,0,0,0,0,0,4,0,0,3,0,0,0,0,1,2,0,0,1,0,0,9,0,1,0,3,4,0,1,0,2,2,0,0,4,0,0,0,0,2,0,0,5,3,4,0,3,0,2,2,4,1,1,0,0,0,0,8,1,0,0,0,4,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,4,1,0,5,0,1,7,6,0,2,0,0,3,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,1,4,0,4,0,0,4,1,4,2,4,0
"cell26",0,0,12,1,1,2,3,2,1,10,0,0,0,9,1,0,3,7,2,10,2,4,2,0,0,0,0,0,0,6,3,4,6,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,9,0,1,3,0,0,0,6,0,3,3,0,0,0,7,0,5,1,0,2,1,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,3,3,2,0,0,2,6,0,0,0,1,0,8,3,0,2,0,2,1,0,0,4,0,0,0,0,3,0,0,2,1,0,0,0,0,3,5,1,5,1,0,0,0,0,0,1,0,0,2,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,1,2,0,3,3,0,2,0,3,0,0,0,0,5,4,0,0,0,0,0,0,0,5,5,0,2,0,0,5,0,2,1,1,0
