pop	true_time
1_2	10.6648996975273
1_2	11.0478524521459
1_2	12.7314980477095
1_2	13.4695117261726
1_2	14.2112395227887
1_2	15.1998298252001
1_2	16.5506175127812
1_2	17.7994400679599
1_2	18.8238946178462
1_2	19.9825264594983
1_2	20.4954482454341
1_2	21.9126691867132
1_2	22.2793856612407
1_2	23.3470835939515
1_2	24.1324111011345
1_2	25.9411152352113
1_2	26.8491885201074
1_2	27.8251700827386
1_2	28.7023442918435
1_2	29.5913564160001
1_2	30.2609127582982
1_2	31.8469342207536
1_2	32.0113338413648
1_2	33.0319005406927
1_2	34.5911708134227
1_2	35.2526031418238
1_2	36.7027741353959
1_2	37.7738332676236
1_2	38.1436873257626
1_2	39.4954634800088
1_2	40.5150875009131
1_2	41.6640822233167
1_2	42.7706782482564
1_2	43.9176510060206
1_2	44.3919734447263
1_2	45.2602322592866
1_2	46.9483669565525
1_2	47.6595746814273
1_2	48.1719604767859
1_2	49.0769687022548
1_2	50.8510171356611
1_2	51.7388239002321
1_2	52.5573199777864
1_2	53.661101377802
1_2	54.9253046850208
1_2	55.9621797231957
1_2	56.7064150911756
1_2	57.2816408162471
1_2	58.0893637510017
1_2	59.9795692644548
1_2	60.4777557775378
1_2	61.762710861396
1_2	62.3971416819841
1_2	63.1866412649397
1_2	64.1775356510188
1_2	65.8451254263055
1_2	66.1313571711071
1_2	67.5901174070314
1_2	68.7194632785395
1_2	69.5944568545092
1_2	70.593996679876
1_2	71.5309436970856
1_2	72.7998602606822
1_2	73.8513568586204
1_2	74.1947652392555
1_2	75.175893866457
1_2	76.0042272179853
1_2	77.55194262648
1_2	78.5115127973258
1_2	79.5280892152805
2_3	80.378851278685
2_3	81.4685571286827
2_3	82.3965936440509
2_3	82.7091330538969
2_3	84.0841361009516
2_3	84.8685877237003
2_3	85.675538180396
2_3	87.2430181961972
2_3	87.988512046868
2_3	88.8048566952348
2_3	89.9680968993343
2_3	91.0390938788187
2_3	91.5624742251821
2_3	93.0233734208159
2_3	94.4274984390941
2_3	94.5780604144093
2_3	95.5526834740303
2_3	97.0299858448561
2_3	98.2700298351701
2_3	99.4069703796413
2_3	99.863821699284
2_3	100.849180974066
2_3	102.485970285255
2_3	103.474960264517
2_3	103.555082060862
2_3	105.275281709386
2_3	106.013355866075
2_3	107.185006470885
2_3	108.227388130967
2_3	108.551797499415
2_3	109.79980666982
2_3	110.826963111293
2_3	112.077266857261
2_3	113.245716718957
2_3	113.749157488346
2_3	114.800904235104
2_3	116.195830289274
2_3	116.815204926999
2_3	118.336952826707
2_3	118.871126842452
2_3	120.061508489773
2_3	120.644122791477
2_3	121.906542398268
2_3	123.261193466373
2_3	124.311667525675
2_3	124.656452932162
